file1,file2,score,user_relation,score_with_nonoise
26.wav,65.wav,tensor([0.2187]),different,tensor([0.1532])
26.wav,66.wav,tensor([0.3457]),different,tensor([0.2248])
26.wav,67.wav,tensor([0.2002]),different,tensor([0.2147])
26.wav,68.wav,tensor([0.2088]),different,tensor([0.1259])
26.wav,69.wav,tensor([0.3055]),different,tensor([0.1604])
26.wav,70.wav,tensor([0.2511]),different,tensor([0.1129])
26.wav,71.wav,tensor([0.3197]),different,tensor([0.1624])
26.wav,72.wav,tensor([0.3296]),different,tensor([0.1682])
26.wav,73.wav,tensor([0.2669]),different,tensor([0.1384])
26.wav,74.wav,tensor([0.1780]),different,tensor([0.1660])
26.wav,75.wav,tensor([0.3322]),different,tensor([0.1699])
26.wav,76.wav,tensor([0.3412]),different,tensor([0.1560])
26.wav,77.wav,tensor([0.2176]),different,tensor([0.1567])
26.wav,78.wav,tensor([0.2652]),different,tensor([0.1932])
26.wav,79.wav,tensor([0.2835]),different,tensor([0.2528])
26.wav,80.wav,tensor([0.3323]),different,tensor([0.2415])
26.wav,81.wav,tensor([0.3451]),different,tensor([0.2195])
26.wav,82.wav,tensor([0.2773]),different,tensor([0.1867])
26.wav,83.wav,tensor([0.2208]),different,tensor([0.0930])
26.wav,84.wav,tensor([0.2964]),different,tensor([0.2235])
26.wav,85.wav,tensor([0.2439]),different,tensor([0.1737])
26.wav,86.wav,tensor([0.2480]),different,tensor([0.2296])
26.wav,87.wav,tensor([0.2551]),different,tensor([0.2558])
26.wav,88.wav,tensor([0.3487]),different,tensor([0.2779])
26.wav,89.wav,tensor([0.3891]),different,tensor([0.1212])
26.wav,90.wav,tensor([0.2519]),different,tensor([0.3179])
26.wav,91.wav,tensor([0.2608]),different,tensor([0.2869])
26.wav,92.wav,tensor([0.3625]),different,tensor([0.2030])
26.wav,93.wav,tensor([0.1933]),different,tensor([0.2273])
26.wav,94.wav,tensor([0.2958]),different,tensor([0.2365])
26.wav,95.wav,tensor([0.2997]),different,tensor([0.2537])
26.wav,96.wav,tensor([0.3485]),different,tensor([0.2539])
26.wav,97.wav,tensor([0.2328]),different,tensor([0.3021])
26.wav,98.wav,tensor([0.2791]),different,tensor([0.4555])
26.wav,99.wav,tensor([0.1602]),different,tensor([0.3732])
26.wav,100.wav,tensor([0.2400]),different,tensor([0.3163])
26.wav,101.wav,tensor([0.2177]),different,tensor([0.0833])
26.wav,102.wav,tensor([0.1539]),different,tensor([0.1459])
26.wav,103.wav,tensor([0.1894]),different,tensor([0.2389])
26.wav,104.wav,tensor([0.1959]),different,tensor([0.1984])
26.wav,105.wav,tensor([0.2375]),different,tensor([0.2343])
26.wav,106.wav,tensor([0.3468]),different,tensor([0.2148])
26.wav,107.wav,tensor([0.3584]),different,tensor([0.2505])
26.wav,108.wav,tensor([0.2345]),different,tensor([0.2423])
26.wav,109.wav,tensor([0.3520]),different,tensor([0.2571])
26.wav,110.wav,tensor([0.3141]),different,tensor([0.1676])
26.wav,111.wav,tensor([0.2604]),different,tensor([0.1729])
26.wav,112.wav,tensor([0.2545]),different,tensor([0.2100])
26.wav,113.wav,tensor([0.2404]),different,tensor([0.2014])
26.wav,114.wav,tensor([0.2546]),different,tensor([0.1779])
26.wav,115.wav,tensor([0.2783]),different,tensor([0.1756])
26.wav,116.wav,tensor([0.2305]),different,tensor([0.1162])
26.wav,117.wav,tensor([0.1104]),different,tensor([0.1121])
26.wav,118.wav,tensor([0.1499]),different,tensor([0.0611])
26.wav,119.wav,tensor([0.1080]),different,tensor([0.0140])
26.wav,120.wav,tensor([0.2360]),different,tensor([0.0761])
26.wav,121.wav,tensor([0.2093]),different,tensor([-0.0337])
26.wav,122.wav,tensor([0.1726]),different,tensor([0.0796])
26.wav,123.wav,tensor([0.3161]),different,tensor([0.0794])
26.wav,124.wav,tensor([0.2573]),different,tensor([0.0526])
26.wav,125.wav,tensor([0.1574]),different,tensor([0.0525])
26.wav,126.wav,tensor([0.2901]),different,tensor([0.2215])
26.wav,127.wav,tensor([0.2846]),different,tensor([0.2632])
26.wav,128.wav,tensor([0.3300]),different,tensor([0.0998])
26.wav,129.wav,tensor([0.2202]),different,tensor([0.2858])
26.wav,130.wav,tensor([0.3391]),different,tensor([0.1251])
26.wav,131.wav,tensor([0.4303]),different,tensor([0.1819])
26.wav,132.wav,tensor([0.3136]),different,tensor([0.1834])
26.wav,133.wav,tensor([0.3456]),different,tensor([0.1357])
26.wav,134.wav,tensor([0.2838]),different,tensor([0.0087])
26.wav,135.wav,tensor([0.3898]),different,tensor([0.1330])
26.wav,136.wav,tensor([0.2073]),different,tensor([0.3020])
26.wav,137.wav,tensor([0.1699]),different,tensor([0.2983])
26.wav,138.wav,tensor([0.2627]),different,tensor([0.3579])
26.wav,139.wav,tensor([0.3856]),different,tensor([0.3253])
26.wav,140.wav,tensor([0.2719]),different,tensor([0.2807])
26.wav,141.wav,tensor([0.1341]),different,tensor([0.1002])
26.wav,142.wav,tensor([0.1243]),different,tensor([0.0119])
26.wav,143.wav,tensor([0.1660]),different,tensor([0.0598])
26.wav,144.wav,tensor([0.0626]),different,tensor([-0.0732])
26.wav,145.wav,tensor([0.1080]),different,tensor([-0.0010])
26.wav,146.wav,tensor([0.2486]),different,tensor([0.2199])
26.wav,147.wav,tensor([0.2463]),different,tensor([0.2564])
26.wav,148.wav,tensor([0.1954]),different,tensor([0.2576])
26.wav,149.wav,tensor([0.3185]),different,tensor([0.3344])
26.wav,150.wav,tensor([0.1519]),different,tensor([0.3241])
26.wav,151.wav,tensor([0.2061]),different,tensor([0.1340])
26.wav,152.wav,tensor([0.2054]),different,tensor([0.2638])
26.wav,153.wav,tensor([0.2271]),different,tensor([0.2420])
26.wav,154.wav,tensor([0.1379]),different,tensor([0.1055])
26.wav,155.wav,tensor([0.1816]),different,tensor([0.1677])
26.wav,156.wav,tensor([0.1229]),different,tensor([0.3463])
26.wav,157.wav,tensor([0.1046]),different,tensor([0.4133])
26.wav,158.wav,tensor([0.1433]),different,tensor([0.4176])
26.wav,159.wav,tensor([0.1316]),different,tensor([0.4621])
26.wav,160.wav,tensor([0.1192]),different,tensor([0.4813])
26.wav,161.wav,tensor([0.1993]),different,tensor([0.0806])
26.wav,162.wav,tensor([0.1786]),different,tensor([0.1751])
26.wav,163.wav,tensor([0.3066]),different,tensor([0.0691])
26.wav,164.wav,tensor([0.2463]),different,tensor([0.0827])
26.wav,165.wav,tensor([0.2425]),different,tensor([0.1469])
26.wav,166.wav,tensor([0.3036]),different,tensor([0.1608])
26.wav,167.wav,tensor([0.2722]),different,tensor([0.1544])
26.wav,168.wav,tensor([0.2394]),different,tensor([0.1355])
26.wav,169.wav,tensor([0.3003]),different,tensor([0.1597])
26.wav,170.wav,tensor([0.1283]),different,tensor([0.0651])
26.wav,171.wav,tensor([0.2123]),different,tensor([0.1187])
26.wav,172.wav,tensor([0.2475]),different,tensor([0.2010])
26.wav,173.wav,tensor([0.1475]),different,tensor([0.1122])
26.wav,174.wav,tensor([0.1890]),different,tensor([0.1445])
26.wav,175.wav,tensor([0.1427]),different,tensor([0.0588])
26.wav,176.wav,tensor([0.2147]),different,tensor([0.0936])
26.wav,177.wav,tensor([0.1491]),different,tensor([0.1326])
26.wav,178.wav,tensor([0.2134]),different,tensor([0.1558])
26.wav,179.wav,tensor([0.1838]),different,tensor([0.0800])
26.wav,180.wav,tensor([0.1656]),different,tensor([0.0753])
26.wav,181.wav,tensor([0.2756]),different,tensor([0.4280])
26.wav,182.wav,tensor([0.1648]),different,tensor([0.2109])
26.wav,183.wav,tensor([0.1345]),different,tensor([0.3303])
26.wav,184.wav,tensor([0.1732]),different,tensor([0.3035])
26.wav,185.wav,tensor([0.1494]),different,tensor([0.3039])
26.wav,186.wav,tensor([0.0968]),different,tensor([0.3175])
26.wav,187.wav,tensor([0.2350]),different,tensor([0.4063])
26.wav,188.wav,tensor([0.1879]),different,tensor([0.3950])
26.wav,189.wav,tensor([0.1291]),different,tensor([0.3237])
26.wav,190.wav,tensor([0.2473]),different,tensor([0.2511])
26.wav,191.wav,tensor([0.2356]),different,tensor([0.1403])
26.wav,192.wav,tensor([0.1226]),different,tensor([0.2007])
26.wav,193.wav,tensor([0.2473]),different,tensor([0.2955])
26.wav,194.wav,tensor([0.3058]),different,tensor([0.3075])
26.wav,195.wav,tensor([0.1252]),different,tensor([0.2643])
26.wav,196.wav,tensor([0.1884]),different,tensor([0.1805])
26.wav,197.wav,tensor([0.1755]),different,tensor([0.1499])
26.wav,198.wav,tensor([0.2156]),different,tensor([0.1690])
26.wav,199.wav,tensor([0.2273]),different,tensor([0.1060])
26.wav,200.wav,tensor([0.1841]),different,tensor([0.1412])
27.wav,28.wav,tensor([0.8367]),same,tensor([0.8150])
27.wav,29.wav,tensor([0.7771]),same,tensor([0.7190])
27.wav,30.wav,tensor([0.6075]),same,tensor([0.6067])
27.wav,31.wav,tensor([0.4203]),different,tensor([0.2622])
27.wav,32.wav,tensor([0.4648]),different,tensor([0.2933])
27.wav,33.wav,tensor([0.3514]),different,tensor([0.1524])
27.wav,34.wav,tensor([0.3975]),different,tensor([0.2290])
27.wav,35.wav,tensor([0.3763]),different,tensor([0.2623])
27.wav,36.wav,tensor([0.3335]),different,tensor([0.4133])
27.wav,37.wav,tensor([0.4328]),different,tensor([0.3366])
27.wav,38.wav,tensor([0.3732]),different,tensor([0.2796])
27.wav,39.wav,tensor([0.4509]),different,tensor([0.2475])
27.wav,40.wav,tensor([0.4836]),different,tensor([0.2922])
27.wav,41.wav,tensor([0.0890]),different,tensor([0.1053])
27.wav,42.wav,tensor([0.0903]),different,tensor([0.1140])
27.wav,43.wav,tensor([0.1324]),different,tensor([0.1170])
27.wav,44.wav,tensor([0.0817]),different,tensor([0.0885])
27.wav,45.wav,tensor([0.0901]),different,tensor([0.0888])
27.wav,46.wav,tensor([0.3446]),different,tensor([0.3239])
27.wav,47.wav,tensor([0.3385]),different,tensor([0.2016])
27.wav,48.wav,tensor([0.3642]),different,tensor([0.2560])
27.wav,49.wav,tensor([0.3218]),different,tensor([0.2105])
27.wav,50.wav,tensor([0.3317]),different,tensor([0.2562])
27.wav,51.wav,tensor([0.2036]),different,tensor([0.2990])
27.wav,52.wav,tensor([0.2184]),different,tensor([0.3077])
27.wav,53.wav,tensor([0.1772]),different,tensor([0.2357])
27.wav,54.wav,tensor([0.1405]),different,tensor([0.2378])
27.wav,55.wav,tensor([0.1543]),different,tensor([0.2170])
27.wav,56.wav,tensor([0.4655]),different,tensor([0.2987])
27.wav,57.wav,tensor([0.3239]),different,tensor([0.3170])
27.wav,58.wav,tensor([0.4468]),different,tensor([0.2986])
27.wav,59.wav,tensor([0.3535]),different,tensor([0.2314])
27.wav,60.wav,tensor([0.3163]),different,tensor([0.2605])
27.wav,61.wav,tensor([0.1804]),different,tensor([0.1772])
27.wav,62.wav,tensor([0.1227]),different,tensor([0.1708])
27.wav,63.wav,tensor([0.1878]),different,tensor([0.2497])
27.wav,64.wav,tensor([0.0817]),different,tensor([0.2564])
27.wav,65.wav,tensor([0.1624]),different,tensor([0.2337])
27.wav,66.wav,tensor([0.3951]),different,tensor([0.2566])
27.wav,67.wav,tensor([0.2753]),different,tensor([0.2306])
27.wav,68.wav,tensor([0.2133]),different,tensor([0.1420])
27.wav,69.wav,tensor([0.3640]),different,tensor([0.1744])
27.wav,70.wav,tensor([0.2946]),different,tensor([0.1052])
27.wav,71.wav,tensor([0.2705]),different,tensor([0.2117])
27.wav,72.wav,tensor([0.2738]),different,tensor([0.1761])
27.wav,73.wav,tensor([0.1951]),different,tensor([0.1467])
27.wav,74.wav,tensor([0.1393]),different,tensor([0.0716])
27.wav,75.wav,tensor([0.2600]),different,tensor([0.1704])
27.wav,76.wav,tensor([0.3111]),different,tensor([0.1375])
27.wav,77.wav,tensor([0.2579]),different,tensor([0.0681])
27.wav,78.wav,tensor([0.2141]),different,tensor([0.2005])
27.wav,79.wav,tensor([0.2881]),different,tensor([0.2717])
27.wav,80.wav,tensor([0.2861]),different,tensor([0.2240])
27.wav,81.wav,tensor([0.3354]),different,tensor([0.2435])
27.wav,82.wav,tensor([0.3529]),different,tensor([0.2280])
27.wav,83.wav,tensor([0.2830]),different,tensor([0.2223])
27.wav,84.wav,tensor([0.3162]),different,tensor([0.3039])
27.wav,85.wav,tensor([0.2968]),different,tensor([0.2325])
27.wav,86.wav,tensor([0.2223]),different,tensor([0.2386])
27.wav,87.wav,tensor([0.2192]),different,tensor([0.2344])
27.wav,88.wav,tensor([0.2437]),different,tensor([0.2536])
27.wav,89.wav,tensor([0.2772]),different,tensor([0.1430])
27.wav,90.wav,tensor([0.1807]),different,tensor([0.2382])
27.wav,91.wav,tensor([0.2831]),different,tensor([0.2832])
27.wav,92.wav,tensor([0.4050]),different,tensor([0.3860])
27.wav,93.wav,tensor([0.2552]),different,tensor([0.2623])
27.wav,94.wav,tensor([0.3096]),different,tensor([0.2379])
27.wav,95.wav,tensor([0.2800]),different,tensor([0.1719])
27.wav,96.wav,tensor([0.2132]),different,tensor([0.2479])
27.wav,97.wav,tensor([0.1329]),different,tensor([0.2256])
27.wav,98.wav,tensor([0.1274]),different,tensor([0.3508])
27.wav,99.wav,tensor([0.1025]),different,tensor([0.2595])
27.wav,100.wav,tensor([0.1862]),different,tensor([0.3352])
27.wav,101.wav,tensor([0.1873]),different,tensor([0.0854])
27.wav,102.wav,tensor([0.0911]),different,tensor([0.1092])
27.wav,103.wav,tensor([0.2327]),different,tensor([0.2120])
27.wav,104.wav,tensor([0.1620]),different,tensor([0.1999])
27.wav,105.wav,tensor([0.1371]),different,tensor([0.1193])
27.wav,106.wav,tensor([0.2342]),different,tensor([0.1869])
27.wav,107.wav,tensor([0.2163]),different,tensor([0.2592])
27.wav,108.wav,tensor([0.1546]),different,tensor([0.1950])
27.wav,109.wav,tensor([0.2193]),different,tensor([0.2049])
27.wav,110.wav,tensor([0.2091]),different,tensor([0.1460])
27.wav,111.wav,tensor([0.1662]),different,tensor([0.1871])
27.wav,112.wav,tensor([0.1539]),different,tensor([0.1992])
27.wav,113.wav,tensor([0.1842]),different,tensor([0.1922])
27.wav,114.wav,tensor([0.1756]),different,tensor([0.1541])
27.wav,115.wav,tensor([0.1730]),different,tensor([0.2420])
27.wav,116.wav,tensor([0.1612]),different,tensor([0.1188])
27.wav,117.wav,tensor([0.2019]),different,tensor([0.0808])
27.wav,118.wav,tensor([0.1338]),different,tensor([0.0201])
27.wav,119.wav,tensor([0.0675]),different,tensor([0.0425])
27.wav,120.wav,tensor([0.2351]),different,tensor([0.1443])
27.wav,121.wav,tensor([0.1916]),different,tensor([0.1094])
27.wav,122.wav,tensor([0.1432]),different,tensor([0.1027])
27.wav,123.wav,tensor([0.3297]),different,tensor([0.0306])
27.wav,124.wav,tensor([0.2482]),different,tensor([0.1226])
27.wav,125.wav,tensor([0.1500]),different,tensor([0.1157])
27.wav,126.wav,tensor([0.1938]),different,tensor([0.2268])
27.wav,127.wav,tensor([0.1612]),different,tensor([0.2900])
27.wav,128.wav,tensor([0.2014]),different,tensor([0.1845])
27.wav,129.wav,tensor([0.1698]),different,tensor([0.3853])
27.wav,130.wav,tensor([0.2346]),different,tensor([0.1962])
27.wav,131.wav,tensor([0.3368]),different,tensor([0.3162])
27.wav,132.wav,tensor([0.2804]),different,tensor([0.2550])
27.wav,133.wav,tensor([0.3266]),different,tensor([0.2020])
27.wav,134.wav,tensor([0.2699]),different,tensor([0.1305])
27.wav,135.wav,tensor([0.3266]),different,tensor([0.2633])
27.wav,136.wav,tensor([0.2524]),different,tensor([0.2772])
27.wav,137.wav,tensor([0.2117]),different,tensor([0.2825])
27.wav,138.wav,tensor([0.3188]),different,tensor([0.4236])
27.wav,139.wav,tensor([0.4628]),different,tensor([0.4044])
27.wav,140.wav,tensor([0.2462]),different,tensor([0.2889])
27.wav,141.wav,tensor([0.0263]),different,tensor([0.1060])
27.wav,142.wav,tensor([0.0197]),different,tensor([-0.0416])
27.wav,143.wav,tensor([0.0824]),different,tensor([0.0905])
27.wav,144.wav,tensor([-0.0122]),different,tensor([-0.0449])
27.wav,145.wav,tensor([0.0028]),different,tensor([0.0941])
27.wav,146.wav,tensor([0.1781]),different,tensor([0.2846])
27.wav,147.wav,tensor([0.1479]),different,tensor([0.2231])
27.wav,148.wav,tensor([0.1262]),different,tensor([0.2739])
27.wav,149.wav,tensor([0.2497]),different,tensor([0.3558])
27.wav,150.wav,tensor([0.1570]),different,tensor([0.4094])
27.wav,151.wav,tensor([0.1373]),different,tensor([0.1436])
27.wav,152.wav,tensor([0.1742]),different,tensor([0.2114])
27.wav,153.wav,tensor([0.1770]),different,tensor([0.2307])
27.wav,154.wav,tensor([0.0543]),different,tensor([0.1418])
27.wav,155.wav,tensor([0.1264]),different,tensor([0.1949])
27.wav,156.wav,tensor([0.2087]),different,tensor([0.3461])
27.wav,157.wav,tensor([0.1981]),different,tensor([0.3609])
27.wav,158.wav,tensor([0.2349]),different,tensor([0.3715])
27.wav,159.wav,tensor([0.2262]),different,tensor([0.4106])
27.wav,160.wav,tensor([0.2443]),different,tensor([0.4424])
27.wav,161.wav,tensor([0.2450]),different,tensor([0.0466])
27.wav,162.wav,tensor([0.2551]),different,tensor([0.1434])
27.wav,163.wav,tensor([0.3470]),different,tensor([0.0290])
27.wav,164.wav,tensor([0.2541]),different,tensor([0.0582])
27.wav,165.wav,tensor([0.2303]),different,tensor([0.0918])
27.wav,166.wav,tensor([0.3185]),different,tensor([0.3390])
27.wav,167.wav,tensor([0.2970]),different,tensor([0.1866])
27.wav,168.wav,tensor([0.2685]),different,tensor([0.2337])
27.wav,169.wav,tensor([0.2860]),different,tensor([0.2909])
27.wav,170.wav,tensor([0.0980]),different,tensor([0.1211])
27.wav,171.wav,tensor([0.3045]),different,tensor([0.1894])
27.wav,172.wav,tensor([0.3043]),different,tensor([0.2581])
27.wav,173.wav,tensor([0.2179]),different,tensor([0.2024])
27.wav,174.wav,tensor([0.2760]),different,tensor([0.2386])
27.wav,175.wav,tensor([0.2349]),different,tensor([0.1998])
27.wav,176.wav,tensor([0.2959]),different,tensor([0.1836])
27.wav,177.wav,tensor([0.2143]),different,tensor([0.2230])
27.wav,178.wav,tensor([0.2870]),different,tensor([0.2441])
27.wav,179.wav,tensor([0.3017]),different,tensor([0.1215])
27.wav,180.wav,tensor([0.2431]),different,tensor([0.1331])
27.wav,181.wav,tensor([0.3260]),different,tensor([0.4056])
27.wav,182.wav,tensor([0.1791]),different,tensor([0.1927])
27.wav,183.wav,tensor([0.1782]),different,tensor([0.3508])
27.wav,184.wav,tensor([0.2597]),different,tensor([0.2470])
27.wav,185.wav,tensor([0.2613]),different,tensor([0.2532])
27.wav,186.wav,tensor([0.0972]),different,tensor([0.3317])
27.wav,187.wav,tensor([0.1396]),different,tensor([0.3415])
27.wav,188.wav,tensor([0.1112]),different,tensor([0.3126])
27.wav,189.wav,tensor([0.0709]),different,tensor([0.2424])
27.wav,190.wav,tensor([0.0748]),different,tensor([0.2334])
27.wav,191.wav,tensor([0.2031]),different,tensor([0.2326])
27.wav,192.wav,tensor([0.1172]),different,tensor([0.2398])
27.wav,193.wav,tensor([0.2403]),different,tensor([0.3405])
27.wav,194.wav,tensor([0.1901]),different,tensor([0.3145])
27.wav,195.wav,tensor([0.1380]),different,tensor([0.2458])
27.wav,196.wav,tensor([0.2158]),different,tensor([0.1715])
27.wav,197.wav,tensor([0.2618]),different,tensor([0.1962])
27.wav,198.wav,tensor([0.2911]),different,tensor([0.1997])
27.wav,199.wav,tensor([0.2181]),different,tensor([0.1414])
27.wav,200.wav,tensor([0.2508]),different,tensor([0.2180])
28.wav,29.wav,tensor([0.7810]),same,tensor([0.7385])
28.wav,30.wav,tensor([0.6305]),same,tensor([0.7109])
28.wav,31.wav,tensor([0.3865]),different,tensor([0.2301])
28.wav,32.wav,tensor([0.4604]),different,tensor([0.3088])
28.wav,33.wav,tensor([0.3643]),different,tensor([0.1681])
28.wav,34.wav,tensor([0.4111]),different,tensor([0.2667])
28.wav,35.wav,tensor([0.3356]),different,tensor([0.2706])
28.wav,36.wav,tensor([0.3695]),different,tensor([0.3583])
28.wav,37.wav,tensor([0.4291]),different,tensor([0.2423])
28.wav,38.wav,tensor([0.3575]),different,tensor([0.2029])
28.wav,39.wav,tensor([0.4019]),different,tensor([0.2413])
28.wav,40.wav,tensor([0.4126]),different,tensor([0.2489])
28.wav,41.wav,tensor([0.0788]),different,tensor([0.0259])
28.wav,42.wav,tensor([0.0615]),different,tensor([0.0841])
28.wav,43.wav,tensor([0.1361]),different,tensor([0.0642])
28.wav,44.wav,tensor([0.1245]),different,tensor([0.1263])
28.wav,45.wav,tensor([0.0882]),different,tensor([0.1084])
28.wav,46.wav,tensor([0.3993]),different,tensor([0.3467])
28.wav,47.wav,tensor([0.3559]),different,tensor([0.2515])
28.wav,48.wav,tensor([0.3466]),different,tensor([0.2825])
28.wav,49.wav,tensor([0.3383]),different,tensor([0.2411])
28.wav,50.wav,tensor([0.3623]),different,tensor([0.2869])
28.wav,51.wav,tensor([0.2798]),different,tensor([0.2919])
28.wav,52.wav,tensor([0.3041]),different,tensor([0.2908])
28.wav,53.wav,tensor([0.2025]),different,tensor([0.2360])
28.wav,54.wav,tensor([0.2372]),different,tensor([0.2551])
28.wav,55.wav,tensor([0.1867]),different,tensor([0.2574])
28.wav,56.wav,tensor([0.4110]),different,tensor([0.3301])
28.wav,57.wav,tensor([0.2951]),different,tensor([0.2602])
28.wav,58.wav,tensor([0.4079]),different,tensor([0.3219])
28.wav,59.wav,tensor([0.3279]),different,tensor([0.2524])
28.wav,60.wav,tensor([0.2902]),different,tensor([0.3212])
28.wav,61.wav,tensor([0.1587]),different,tensor([0.1457])
28.wav,62.wav,tensor([0.1549]),different,tensor([0.1196])
28.wav,63.wav,tensor([0.2227]),different,tensor([0.2007])
28.wav,64.wav,tensor([0.0864]),different,tensor([0.1822])
28.wav,65.wav,tensor([0.1961]),different,tensor([0.2005])
28.wav,66.wav,tensor([0.3457]),different,tensor([0.2465])
28.wav,67.wav,tensor([0.2561]),different,tensor([0.2100])
28.wav,68.wav,tensor([0.2362]),different,tensor([0.1652])
28.wav,69.wav,tensor([0.3209]),different,tensor([0.1940])
28.wav,70.wav,tensor([0.3247]),different,tensor([0.1289])
28.wav,71.wav,tensor([0.2791]),different,tensor([0.2311])
28.wav,72.wav,tensor([0.2533]),different,tensor([0.1536])
28.wav,73.wav,tensor([0.2054]),different,tensor([0.1716])
28.wav,74.wav,tensor([0.1625]),different,tensor([0.1045])
28.wav,75.wav,tensor([0.2906]),different,tensor([0.2043])
28.wav,76.wav,tensor([0.3000]),different,tensor([0.1120])
28.wav,77.wav,tensor([0.1385]),different,tensor([0.0409])
28.wav,78.wav,tensor([0.1338]),different,tensor([0.1198])
28.wav,79.wav,tensor([0.2127]),different,tensor([0.2405])
28.wav,80.wav,tensor([0.2471]),different,tensor([0.2213])
28.wav,81.wav,tensor([0.3374]),different,tensor([0.2163])
28.wav,82.wav,tensor([0.3134]),different,tensor([0.1717])
28.wav,83.wav,tensor([0.2545]),different,tensor([0.1739])
28.wav,84.wav,tensor([0.3261]),different,tensor([0.2755])
28.wav,85.wav,tensor([0.2691]),different,tensor([0.1795])
28.wav,86.wav,tensor([0.2429]),different,tensor([0.2283])
28.wav,87.wav,tensor([0.2887]),different,tensor([0.1991])
28.wav,88.wav,tensor([0.2784]),different,tensor([0.2013])
28.wav,89.wav,tensor([0.2972]),different,tensor([0.1380])
28.wav,90.wav,tensor([0.2559]),different,tensor([0.1941])
28.wav,91.wav,tensor([0.2290]),different,tensor([0.3244])
28.wav,92.wav,tensor([0.3787]),different,tensor([0.3684])
28.wav,93.wav,tensor([0.2582]),different,tensor([0.2370])
28.wav,94.wav,tensor([0.3796]),different,tensor([0.1978])
28.wav,95.wav,tensor([0.2560]),different,tensor([0.1938])
28.wav,96.wav,tensor([0.3187]),different,tensor([0.2629])
28.wav,97.wav,tensor([0.1953]),different,tensor([0.2830])
28.wav,98.wav,tensor([0.2639]),different,tensor([0.3289])
28.wav,99.wav,tensor([0.2135]),different,tensor([0.2592])
28.wav,100.wav,tensor([0.2251]),different,tensor([0.3647])
28.wav,101.wav,tensor([0.2667]),different,tensor([0.0802])
28.wav,102.wav,tensor([0.1796]),different,tensor([0.0951])
28.wav,103.wav,tensor([0.2605]),different,tensor([0.1957])
28.wav,104.wav,tensor([0.2577]),different,tensor([0.2353])
28.wav,105.wav,tensor([0.2320]),different,tensor([0.1248])
28.wav,106.wav,tensor([0.2887]),different,tensor([0.1319])
28.wav,107.wav,tensor([0.2416]),different,tensor([0.2025])
28.wav,108.wav,tensor([0.1536]),different,tensor([0.1930])
28.wav,109.wav,tensor([0.2487]),different,tensor([0.2316])
28.wav,110.wav,tensor([0.2097]),different,tensor([0.0714])
28.wav,111.wav,tensor([0.2585]),different,tensor([0.2922])
28.wav,112.wav,tensor([0.2436]),different,tensor([0.2976])
28.wav,113.wav,tensor([0.2389]),different,tensor([0.3024])
28.wav,114.wav,tensor([0.2053]),different,tensor([0.2367])
28.wav,115.wav,tensor([0.2225]),different,tensor([0.3118])
28.wav,116.wav,tensor([0.2200]),different,tensor([0.1770])
28.wav,117.wav,tensor([0.1680]),different,tensor([0.1017])
28.wav,118.wav,tensor([0.1548]),different,tensor([0.0544])
28.wav,119.wav,tensor([0.1610]),different,tensor([0.1001])
28.wav,120.wav,tensor([0.2573]),different,tensor([0.1532])
28.wav,121.wav,tensor([0.2174]),different,tensor([0.1556])
28.wav,122.wav,tensor([0.1819]),different,tensor([0.1692])
28.wav,123.wav,tensor([0.3134]),different,tensor([0.0781])
28.wav,124.wav,tensor([0.2882]),different,tensor([0.1450])
28.wav,125.wav,tensor([0.2231]),different,tensor([0.1485])
28.wav,126.wav,tensor([0.3082]),different,tensor([0.2538])
28.wav,127.wav,tensor([0.2456]),different,tensor([0.3125])
28.wav,128.wav,tensor([0.2925]),different,tensor([0.1470])
28.wav,129.wav,tensor([0.2224]),different,tensor([0.3695])
28.wav,130.wav,tensor([0.3304]),different,tensor([0.1755])
28.wav,131.wav,tensor([0.4420]),different,tensor([0.2738])
28.wav,132.wav,tensor([0.3217]),different,tensor([0.2523])
28.wav,133.wav,tensor([0.3957]),different,tensor([0.2024])
28.wav,134.wav,tensor([0.3234]),different,tensor([0.1004])
28.wav,135.wav,tensor([0.4083]),different,tensor([0.1888])
28.wav,136.wav,tensor([0.3033]),different,tensor([0.2474])
28.wav,137.wav,tensor([0.2179]),different,tensor([0.2485])
28.wav,138.wav,tensor([0.2871]),different,tensor([0.3394])
28.wav,139.wav,tensor([0.4714]),different,tensor([0.3948])
28.wav,140.wav,tensor([0.3316]),different,tensor([0.2645])
28.wav,141.wav,tensor([0.0710]),different,tensor([0.1325])
28.wav,142.wav,tensor([0.1224]),different,tensor([0.0105])
28.wav,143.wav,tensor([0.1183]),different,tensor([0.1100])
28.wav,144.wav,tensor([0.0437]),different,tensor([-0.0400])
28.wav,145.wav,tensor([0.0516]),different,tensor([0.1233])
28.wav,146.wav,tensor([0.2300]),different,tensor([0.2674])
28.wav,147.wav,tensor([0.2253]),different,tensor([0.2589])
28.wav,148.wav,tensor([0.2335]),different,tensor([0.2864])
28.wav,149.wav,tensor([0.3319]),different,tensor([0.3889])
28.wav,150.wav,tensor([0.1903]),different,tensor([0.3783])
28.wav,151.wav,tensor([0.1127]),different,tensor([0.0208])
28.wav,152.wav,tensor([0.1675]),different,tensor([0.1569])
28.wav,153.wav,tensor([0.1800]),different,tensor([0.1811])
28.wav,154.wav,tensor([0.0662]),different,tensor([0.1076])
28.wav,155.wav,tensor([0.1235]),different,tensor([0.1373])
